POS;Очень хорошая книга, буквально с первых страниц становится невозможным оторваться от чтения, очень увлекательная. В ней много динами, много дйствий, необычно развивающийся сюжет, к тому же книга очень познавательная, но если вас не интрересуют раскрытия тайн и вы религиозный фанатик, то книгу читать не стоит, так как она все же расчитана на людей умеющих соображать что к чему, где правда, а где вымысел. Моя оценка 5+
POS;гениальная книга. Кто на нее клевещет лишь завистник или глупец
NEG;Мне, как человеку все-таки религиозному, НЕ понравилось. Ну не надо трогать то, что выше твоего понимания! Бог и Небеса - это табу! А то на земле мало что поносить!
NEG;Мда....лучше бы я ее не читала, очень уж там нехорошо говорится о религии, автор буквально убеждает читателя, что Бога нет....всё это подано так, что ты даже начинаешь в это верить... Реальные факты идут вперемешку с выдумкой, поэтому общий смысл книги воспринимается за чистую монету... Хорошо что подобные произведения в моей памяти надолго не задерживаются...сейчас все встало на свои места, как и должно быть...Если бы не было бы этого огромного минуса, то книга бы оказалась вполне хорошим детективом...потому что читается легко, сюжет захватывающий и т.д. и т.п.
NEG;Книга на один раз. Просто кроссворд, книга не цепляет и не заставляет думать.
NEG;Это не книга а занимательный ребус. С литературой данное произведение ничего общего не имеет. Сюжет динамично развивается, но лишен глубины.
NEG;Не порадовало. Написанно достаточно хорошо, идея за основу взята хоть старая, но интерестная, но как-то не цепляет. Опять этот "самый умный оказавшийся главгадом", опять "сильно-сильно умный ученый" и "глупенькая но с ногами от ушей". Браун клешируется. Достаточно пролистать остальные книги Брауна чтобы это понять.
POS;Классика есть классика. Три закона роботехники Азимиова воспринимаются как аксиома. Недаром многие фантасты ссылаются на них.
POS;"Хоровод" и "Как поймать кролика"- это нечто. В них роботы, как люди могут обижаться и испытывать чувство вины... Это улыбает!
POS;Десятка от меня - как эталону научной фантастики! ( А америкосам за такую порнушную экранизацию классики надо смерть через матумбо произвести...)
POS;Читал в детстве. Законы помню до сих пор. Неизгладимое впечатление. 10 баллов за доставленное тогда удовольствие.
POS;Действительно, одна из лучших вещей мировой фантастики.
NEG;ЭЭЭЭЭЭЭЭЭЭЭЭ... читать можно… но не нужно
POS;Отлично! Логический тупик, как основа сюжета. Робот, научившийся врать. Вот чем Азимов и завораживает. Его роботы, как люди. Кстати, главный робопсихолог, придуманный Азимовым, и действующая во всей его серии "Я-Робот", никогда и не относилась к роботам, как к простым механизмам. И вот ещё что. Людям, воспитанным на современной фантастике, возможно рассказ действительно покажется скучноватым. Ведь нет у него ни сногсшибательных эффектных драк, непобедимого супергероя и т.д. Нет у него чисто внешней "заманухи" , но Азимов в этой серии - это работа тонких душевных структур, которые стоят любого внешнего эффекта. Я бы прописывала серию "Я-Робот", как противоядие от многих современных опусов. Люди, ну должны же мы знать, что такое хо-ро-шая фантастика.
POS;Весьма депрессивная вещица, когда читал - слезы на глаза наворачивались, так главного героя жалко...Один из лучших рассказов Акутагавы...
POS;Очень люблю Рюноске, но здесь, нельзя говорить нравится или нет, на мой взгляд это литература из тех, что надо прочитать даже через "не могу"
NEG;Меня вот не увлекло. . . Может из-за того, что написано суховато (читаешь как учебник по истории), может имеено из-за того, что к истории я как-то равнодушен. Сложно сказать, но читал (точнее слушал) без особого интереса. Время такая штука с ним можно сюжет завернуть по самое неразберёшься, а тут вернулся - исправил - вернулся.
NEG;Отличная книга, читается на одном дыхании, хороший юмор, отличный сюжет и вообше вешь добротная…Только не на Земле. А в паралельной вселенной....ребята невнимательно ее читали.
POS;классная... нет, - Мастерская книга про альтернативный мир. Здесь все - и магия, и мир, и любовь, ... Пол Андерсон, этим все сказано. Удивительно, как книга не "стареет".
POS;Читал в 80-х именно в тоненькой книжке. Не знаю как сейчас, но тогда здорово понравилась. Некоторые Вещи не стареют...
POS;оч понравилось...рекомендую поклонникам чисто догматического фэнтэзи... все по канонам и интересно 10
NEG;А по моему чушь опять какие то самокопания героев, и типично американские проблемы. Не понятно только как подход к жизни американского манагера средней руки может существовать в магическом, средневековом мире. Плюс ко всему затронуты темы феменизма как же без оного в этом поганом политкоректном мире. ЗАДРАЛО.
POS;Аннотацию в топку... Да и книгу... ну да ладно - будем справедливыми - просто я иного ожидал от Асприна. Жалко ожиданий и потерянного времени....
POS;Прочиталось легко, хотя и стиль не совсем характерен для автора... Иногда возникает ощущение что это вторично, но стилистика и характер изложения просто покоряют. Добротно сколоченная книга! Твёрдых 8-9 балов (-1 за отсутсвие огня)
NEG;Заменим фантазийные королевства на англию, германию, францию времен первой мировой дедушек авиации на драконов, и получим вышеуказанный роман. Дочитал до половины - герои картонны, от драконов ощутимо разит авиационным керосином, а от аффтора британским патриотизмом.
NEG;Я даже четверть не осилил, причем дело не в плохом переводе. Замес плох, напоминает дешевенький мультфильм.
NEG;Полное отсутствие фантазии. Автор даже периодически забывается и пишет о «разгрузке вагонов» и об ударах «штыком». И это в мире, где нет ни железных дорог, ни огнестрельного оружия.
POS;Серия понравилась. Банч мне с далеких лет знаком,про Стэна серию читал взахлёб,с фантастикой тогда туговато было. С этой серие все ок,вот только имена героев напрягали в течении всех четырех книг,так и не привык к ним,слух режут:-)
POS;Произведение сильно отличается от других фэнтези, от всех этих похождений храброго героя с друзьями, от поисков частей могущественных амулетов, даже просто от книг, где различные огненные шары и молнии на каждой странице. Прежде всего, главным героем книги является не самая важная фигура во всей описываемой истории. Да и показанный мир гораздо больше похож на наш, человеческий, чем на стандартные фэнтези-миры.
POS;Книга очень здорово написана, и хотя некоторые сюжетные ходы можно предсказать заранее, все равно и герои очень жизненны, и ситуации, да и самый конец книги довольно неожиданен.
POS;Впечатлилась. По-настоящему. Постельные сцены немного напрягали (не считаю, что эту сторону жизни героев следует описывать НАСТОЛЬКО подробно), но потом притерпелась и смирилась. Самая любимая фраза из книги - слова маленькой замерзающей девочки: - Если я вырасту... Не "КОГДА я вырасту", а именно "если". Сердце щемит до слёз. Сюжет интересный, и я бы не сказала, что это калька с Наполеоновских войн. Не один Наполеон мечтал о завоевании мира. И не один он потерпел поражение. Батальные сцены меня впечатлили. Теперь я знаю, у кого буду учиться их писать.
NEG;Заммммечательное произведение. Чудесное. 5 страниц - герой кого-то трахает. 5 страниц - герой кого-то режет. 5 страниц - герой кого-то трахает... и так далее. Ах да, есть еще диалоги, отчаянно напоминающие диалог двух хронических олигофренов в спец. учреждении. Особенно напоминает в скверном переводе, становящемся, увы, данностью... Мерзость. Иного определения не подберу. Или еще - тихий ужас...
NEG;Постельные сцены действительно напрягают, ощущение, что Банч подрабатывает пиша сценарии к немецким порнофильмам. А странные идеи Банча об устройстве средневековой армии окончательно убили интерес к чтению, на продолжение не замахнусь.
NEG;Серия нравится.. но эта книга жалкая гадость...... 2 балла книге... не читать
NEG;Перевод -самый меньший из недостатков серии...Первая-вторая книги переведены прилично, насколько смог заметить в результате пролистывания..., но набор штампов, непроработанность деталей, пафосные размышления, потрясающая имбицильность персонажей, пересказ автором общемировых ценностей с претензией чуть ли не на пророческую глубину... В общем, ежели кому понадобится понизить свой интеллектуальный уровень - у него будет такая возможность. Нужно всего лишь прочитать пару книг серии полностью. Что станет с теми, кто прочтет всю серию - мне даже страшно подумать...
NEG;лучше чем предыдущая..... идиотический - блин-тарарам - режет глаза конкретно .....ни знаю как на оригенале но в переводе герои полные придурки ни имеющие ни какого логического построения как действий так и слов ... их размышления не согласуются с их действиями.... потом в одной книге существуют противоречия постоянные. Читать можно.... но сложно..так как плеватся хочется от перевода..
POS;Хорошая книга, да и вся серия. Единственно, угнетает, что герой так медленно скиллы раскачивает. Злодеи зачетные, все лихо закручено, героя мутузят как черти-что. Со смаком книжка. Правда отпечаток Гарри Поттера в последних книгах проступает все чётче. :)
POS;Сам Батчер пишет весьма качественно и держит всю серию на достаточно высоком литературном уровне. Оценка сериала - строго положительная, буду с интересом читать и дальше.
POS;Хорошая книга, как и весь сериал о Дрездене. Причем, видно, как растет автор от книги к книге, его мастерство. Первая, имхо, шероховата, а к последним он уже и текст строит и образы героев создает мастерски. И потом, герой Батчера, Дрезден, показан не статичным гером, как показывают героев в большинстве книг, а он растет и изменяется от книги к книге. Интересно наблюдать, как он становится все более могущественным и жестоким.
POS;Местами нудное, местами захватывающее, местами просто великолепно.... Действитель очень хорошая фантастика. Это первая книга которую прочел этого автора... Впечатляет!!!
NEG;Я, конечно, понимаю, что заказное убийство это нехорошо ... но когда на это отвечают глобальным ядерным ударом по планете - мне это кажется перебором. Хотя, с другой стороны понимаешь, что именно из за какой-то грёбаной нелепости два народа, жившие до этого в мире, могут начать резать друг друга так, что мало не покажется. В общем - шибко похоже на правду. Лично мне было неприятно читать про все эти зверства, как с одной так и с другой стороны. Причем зверства - СОВЕРШЕННО неоправданные.
POS;Прочитал пару книг из цикла. Меня удовлетворило. Есть, конечно, накладки в психологии характеров, поступков и логики причинно-следственных связей событий. Как-то все опереточно, что ли. Нехватает чуть-чуть, чтобы поверить в описываемых персонажей. Но читается легко и можно продолжать. Оценка между 7 и 9.
NEG;Полный бред!!! Насчёт политических интриг согласен куда не шло!! А вот насчёт войны!!!! Где война на территории планет??? Зачем вообще нужны космические десантники??? Как можно считать планету - систему своей без захвата планеты.... Бои в космосе напоминают..... Если кто читал Э. док Смит серия Линзмен аналогично!!! Переделка войны за становления США от англицкого влияния только в космическом маштабе!!
POS;Ну, конечно, это не Хонор, да святится имя её, Харрингтон. Но вполне неплохой боевичок. Такой ... с элементами космоса. Их, типа, немного, но они все таки есть. Основное действие происходит на земле. Там плохие (отвратительно злобные), тут хорошие (все в белом), а между ними жестокая битва не на жисть, а на смерть. 2-я часть мне понравилась намного больше, там уже чисто звездные войны по полной программе. Но без первой части Вам будет непонятно - кто все эти люди. Так что воленс-неволенс прийдется прочитать и первую. А она, совсем не так уж плоха. И не то, чтобы очень уж примитивна. Может быть не слишком сложна - это да. Но читается - вполне на уровне.
NEG;Сначала читал с удовольствием, потом немного с трудом, под конец окончательно втянулся. В паре со 2-й книгой получилась неплохая серия. Короче не пожалел! Добавлено в личную библиотеку.
POS;Так и не дочитал до конца бумажный вариант--стало нудно и я забросил.Не самая сильная вещь автора."Одинокий тролль" и то был поэнергичнее.
POS;Неплохо написано. Интересный сюжет. Зря ругают книгу.
NEG;Что то в стиле Гамильтон + Андерсон. Разочарован, после Хонор ожидал большего, да и вообще, что то с общей эрудицией у автора плохевато, ляпы на ровном месте допускает.
POS;Просто, но со вкусом. Местами очень интересная книга.
NEG;Читал-читал, плевался-плевался, так и не дочитал. В форточку. Супер плоско, суперпредсказуемо, ну и наши наверняка победят.
POS;Какже я люблю такие истории, где наши современники находят артефакт исчезнувшей цивилицации и все становится очень круто! Всех врагов победимс, новых знаний наберемся...Короче, проглотила 2 книги на русском и еще одну на английском (осел - наш друг навеки). Понра!Первая книга - самая динамичная. Вторая - самая увлекательная. Третья - самая интриганская.
POS;Скучновато конечно , но вполне себе ничего!
POS;Пламя над бездной ! Какие могут быть отзывы, просто очень и очень неплохой роман.(прекасно написанная детализированная боевая фантстика,книги напаснные Винджем, одни из лучших в своем жанре).
POS;Одна из моих любимых книг. Интересный мир (даже не один), все очень хорошо продумано и необычно. Убедительно описаны сильно отличающиеся от людей инопланетные расы. Очень интересно читать. Тоже самое можно сказать и о "Глубине в небе"
POS;Моя самая любимая книга из фантастики. Описание мира просто захватывают своей цельностью и убедительностью. Смотря в ночное небо, пытаешься разглядеть границы Зон. И понять, в какой мы находимся. Действительно, Глубина в Небе - ничуть не хуже, хотя читается труднее - очень уж жалко сфокусированных.
POS;Отличная книга, прекрасный перевод. "Глубина в Небе" менее динамична, но также захватывает, в отличии от "Войны с Миром" и "Затеряных". Очень жаль, что это все книги, которые были изданы у нас :(
POS;Книги понравились очень сильно, но надо сказать не для каждого довольно серьёзная фантастика.
POS;Читал 2 недели - растягивал удовольствие!Кульминация и развязка-выше всяких похвал!
POS;Очень понравилось, не мог оторваться! Жаль, что таких книг мало:(
POS;Прочел на одном духу. Научная Фантастика с большой буквы. Вот это я понимаю. Есть интересные идеи, а не только кто-то куда-то летит спасти прекрасную королеву. :)
NEG;По жанру относится к фэнтэзи с космическими атрибутами. C НФ и рядом не лежала... Отвратительный перевод. Скорее всего из-за него сплошные рояли в кустах по поводу времен, пространств и прочих единиц измерения... Для младшего и среднего возраста.
POS;Очень хорошая, серьёзная научная фантастика. Временами повествование слегка затянуто, но непредсказуемо и достаточно жестоко, реалистично. Перевод в целом хороший, хоть и громоздкий временами. Читать определённо стоит.
POS;Роман - один из самых лучших, что я читал. Очень цельно и интересно описана Вселенная. С большим знанием дела описана как техника (что неудивительно для великого математика нашего времени), так и люди (и пауки) с их непростыми характерами и отношениями.
POS;Виндж Вернор - один из лучших на мой взгляд Фантастов. Читать !!!!!!!!!!! ВСЕМ
POS;Отличная книга. Классическая НФ. Масса событий, нет затянустей сюжета, хорошо продуманный мир.
POS;Исключительно удачная и интересная книга. Когда читаешь описания инопланетян, часто подсознательно не веришь в них, т.к. понимаешь, что это все выдумки. Здесь пауки описаны так великолепно, что никаких сомнений в возможности существования подобный существ не возникает. Нет ничего притянутого за уши - в любую деталь веришь. Про межзвездных торговцев тоже вполне вероятная история. Объем книги большой, но она этого стоит. Классика НФ!
POS;Ещё когда читал первую часть вспоминал Звёздные войны. Но когда прочитал вторую то понял, что автор точно страдает гигантоманией. Но несмотря на это книга всё равно отличная. Всем любителям космоса и глобальных войн читать обязательно.
POS;Отличная космическая боевая фантастика. Написана на высоком НФ уровне. В этот мир веришь, в него вживаешься. Если кто-то любит циклы "Барраяр" и "Стэн" - произведения Дэвида Вебера надо прочитать обязательно! Весь цикл читается на одном дыхании. Читайте - не пожалеете.
POS;В самом деле при прочтении сразу вспоминаешь Буджолд. Причем аналогия очевидна - у Буджолд герой мужчина, которого по жизни ведут женщины, у Вебера герой женщина, которую ведут мжчины. При этом написано очень хорошо и количество подробностей, создающих общую картину мира просто радует. Однако не рекомендую тем, кто любит строго боевую фантастику - в книге довольно много заимствований, я например угадал три винтовки из арсенала ручного оружия, только прочитав описание кораблей.
POS;Вообще обожаю Вебера - молодец! И хотя в Мирах смерти он уж совсем только про космические бои пишет - все равно хорошо читается. А про леди Харрингтон - обязательно прочитать! И немедленно!!! Быстро!!!
POS;Удивительное дело, автор - мужчина-феминист. Уж больно он настаивает на том, что женщины равны мужчинам, и что в армии им самое место. И морду набьют, и эскадрой командуют... Половина офицеров на всех кораблях - женщины. В правительстве тоже половина женщины. Глава государства - королева :-) Если верить автору, женщины от мужчин отличаюстя только незначитеьными анатомическими деталями :-) Вот промывают мозги беднягам-американцам. А вообще книги хорошие, конечно. Лично мне немного сложно улавливать детали боев и особенности вооружения, но все равно читается с большим интересом.
NEG;при прочтении 4-ой книги поймал себя на мысли "зачем я это читаю?". Слишком много нелогичности и незаслуженного восхваления главного героя во всем цикле, всегда предсказуемый героический финал с кучей ненужных смертей. Первую книгу можно прочитать, а потом читаешь по инерции, пока не бросишь или не дочитаешь до конца. У меня был первый вариант. По уровню все ниже и сюжет и мастерство автора - автор не создает чувства заинтересованности в прочтении описания каждого конкретного момента, хочется узнать результат, а описание его достижения часто неинтересны
POS;Отличная Книга - понравилось. Пришёл - Увидил - Скачал!!!!!!
POS;Прочитал всю серию за месяц, после чего у меня началась натуральная ломка - хотелось еще, а нету, пришлось задобрить организм повестями и рассказами из "Мира Хонор" и "еще че-то там Хонор". С большим нетерпением жду последную заверщающию серию книгу "Война Хонор". А как сложно все начиналось, после прочтения первой книги я как-то не особо впечатлился, в основном из-за переизбытка терминов, псевдонаучных объяснений и недопонимания схемы боев (слаба богу со временем во всем разобрался). Вторую книгу стал читать так от нефик делать, прочел примерно треть и затем бросил наткнувшись на очередное труднопроходимое для меня науччное изыскание... через недельку решил еще раз попытать счастье и понеслось... После этого момента читал запоем, буквально проглатывал книга за книгой благо свободного времени было много.
NEG;Мдя-я-я... Столько восторгов...ОТСТОЙ! Я может не в том переводе читаю, но прочитанное иначе как смесью линейно-тупого сюжета, розовых соплей и откровенного бреда назвать не могу. 1. Крутые профессионалы, тертые калачи космофлотчики и "морские" пехотинцы, оказываясь (вдруг, не иначе как случайно) в своих рабочих ситуациях открывают для себя что-то новое и феерично-незнакомое, реагируют соответственно на уровне "первый раз в первый класс". 2. "Типа батальные сцены", включая "жутко напряженную" картину погони крейсера "наших" за рейдером "плохих" кроме тошноты не вызывает ничего. Сплошь нелогичности, глупости и откровенные ляпы, где автор (или переводчик) даже не удосуживается хоть как-то связать между собой прилагаемые (не иначе как для достоверности событий) цифры. 3. Сама интрига закрученная одним государством против другого, подготовка и распределение ярко свидетельствуют о умственной неполноценности военных штабов, разведок и прочих туповатых руководителей. 4. Отдельная песнь это способы маневрирования , управления огнем и проч премудрости, при которых могучие корабли противников ведут огонь "бортами", а то что при том курсе который описывается борт ну никак не может стрельнуть..."могучий рейдер" тратит хреновц тьму ракет стреляя парами, потом капитан вспоминает, что пусковых установок у него 6, а не 2, при этом "топлива" на торпедах хватает на пол-пути, а дальше по инерции... ладно это на общем фоне несущесвенный бред, пусть хоть из рогаток стреляют, а фигли безвоздушное пространство, как бросил, так и политит. 5. Сеть межзвездная... в "Барраяре" это Сеть... здесь это Бред, который автор впихнул в сюжет, но забыл к нему привязать. То корабли через проход только ходят, который почемуто на оживленном "узле сети" Васелиска только один, то где хочет кораблик, там и уходит в "гипер" ... только разбежаться надо получше. Перечислять можно долго. Никакого сравнения с Барраяром быть не может, с тем же успехом иожно сравнить изумруд и зеленое буттылочное стекло.Цените свое время, не читайте глупости.
NEG;слишком уж всё стандартно и однообразно, периодически переходя в полный бред. Никакого желания читать продолжения не имею.
NEG;Начинал читать несколько книжек из этой серии - отличное снотворное, засыпал через пять минут. В общем, фигня какая-то
POS;Неплохая книга серии - читаю дальше. И, дело не в "технических подробностях" и несостыковках, а в общей динамике действия и описании характера ГГ. + вполне нормальный перевод.
NEG;Не знаю, откровенно не понравилось. Как-то это все выглядит как топорная реклама "Бабы - вступайте в NAVY". От необоснованного восхваления г-героини просто скулы сводит, а "мозговые штурмы" и левые описалова гравитационных волн, которые дуют в паруса - если автор не рубит в физике, так и сказал бы "тирьямпампация", "прыжок", "джамп-генератор" и т.д., как это принято в спейс-опере, зачем было весь этот бред рожать. Старпом, который ведет себя как баба и все на бабы ему сопли вытирают, это что-то новое в описании флота. :) И редактор подкачал, очевидно же, что эта ship "Бесстрашная", а не "Бесстрашный". :) Предствьте себе, дофига баб в замкнутом обществе корабля, как результат из-за феромонов у них выравниваются циклы и у всех одновременно сносит крышу...броненосец "Потемкин" с туповатой революционной матросней вам покажется детской сказкой на ночь...
NEG;В этой книге нет ни одного живого человека, Вебер пишет про куклы. У него даже самопожертвование кукольное, театр Образцова. Ей богу, интереснее читать телефонные справочники, чем эти опусы.
NEG;Долго и нудно развиваются события. Герои героические, злодеи ужасно злодейские. Все остальные в нужный момент погибают наворачивая слезу на глаза читателя.
POS;книгу стоит читать ради последних сорока страниц. ради боя в космосе. Такой драйв я крайне редко встречал в книгах. Втягиваешься полностью и уже следуюшую книгу серии хочется читать...
NEG;Книжка "течёт" по накатаным рельсам, как серия Звёздный путь, и если книги "Путей" хоть как то интересны, то здесь я "бросил" мучаться на половине. Сентементальные америкашки, в форме звёзднополосатого военного флота - это уже наскучало по самые нехочу! А есчо столько книг про Хонор, ну блин для ортодоксальных парней в звездатых трусах написано. Впрочем наша боевая фантастика местами ещё хуже, но есть и хорошие книги конечно.
POS;Эх.. завидую тем кто еще не читал... Я уже, всю серию, три раза :)
POS;Книга понравилась. По началу правда показалось слишком скучной, но потом втянулся. Достоверности автору конечно нехватает, но в остальном написано вполне достойно. Почитаю следующую книжку.
NEG;Веберу бы почитать мемуары флотских авторов, а то он судя по своим книжкам слабо представляет как функционирует боевой корабль. У него только по тревоге экипаж бежит занимать свои места. Он типа не знает, что люди на боевых постах всегда есть, даже аварийные команды в даже самой мирной вахте присутствуют. Конечно не столько сколько по боевому расписанию, но на боевом корабле не бывает мирной обстановки вообще. Вебер типа не подозревает, что боевой корабль он того в любой момент готов повоевать и побороться за свою живучесть. Быть готовым воевать он перестает только в стадии капитального ремонта или на консервации. Короче скучна ... СантаБарбара
POS;Правильная книжка, давно не читал грамотной фантастики, без огня и флагов развевающихся в космосе :)
POS;Я не любительница боевой фантастики. Но что есть, то есть. Книга просто класс!
POS;Одно из самых масштабных и продуманных произведений.
NEG;наивно и инфантильно, особенно в плане общения между собой военных и их как это сказать способов реакций на различные ситуации в частности все абсолютно завязки боевые строятся на там, что военные типа тупые и при малейших нестыковках начинают морщить лбы долго думать прикидывать типа "да ну не может быть" "да все наверняка зошибись" хотя в уставе все про нештатные ситуации прописано у любых военных и вообще у вебера все военные это просто такие красивые стройные симпотичные люди на прогулке в децком саду
POS;суперско написано!
POS;С него начнутся зависоны с книгой в туалете на пару часов, пропуск станций в электричке или метро, спотыкания о прохожих, которые мешают вам идти на работу не отрываясь от чтения. )))))))))) Гарри гений!!!
POS;Потрясающая книга! Просто потрясающая! Моя жена никогда не читала фантастику, но после этой серии - ее отношение к ней изменилось кардинально! :-) Чему я, как истинный фанат, искренне рад!
